अकड़	اڪڙ
ॿूसाटणु	ٻوساٽڻ
ॿूसाटणु	ٻوساٽجڻ
ॿूंध्री	ٻوُنڏِريِ
ॿेटु	ٻيٽ
ॿेड़ी	ٻيڙي
ॿेड़ीअ	ٻيڙيء
ॿेड़्युन	ٻيڙين
ॿेरु	ٻير
ॿेलाई	ٻيلائي
ॿेले	ٻيلي
ॿेलो	ٻيلو
ॿोझ्	ٻوجه
ॿोड़णु	ٻوڙڻ
ॿोड़ो	ٻوڙو
ॿोॾ	ٻوڏ
ॿोॾि	ٻوڏ
ॿोध	ٻوڌ
ॿोरणु	ٻورڻ
ॿोलणु	ٻولڻ
ॿोलियूं	ٻوليون
ॿोलिह	ٻوله
ॿोली	ٻولي
ॿोलीअ	ٻوليِءَ
ॿोल्ह	ٻولھ
ॿोल्हि	ٻوله
ॿोल्ह्	ٻولھ
ॿोल्ह्	ٻوله
ॿंधन्	ٻنڌن
भॻ	ڀَڳَ
भॻत	آ
भॻती	ڀڳتي
भॻतु	ڀڳت
भॻत्	ڀڳت
भॻदड़	ڀڳدڙ
भॻल	ڀڳل
भॻल्	ڀڳل
भॻवान	ڀڳوان
भॼ	ڀڄ
भॼणु	ڀَڄَڻُ
भॼणु	ڀڄڻ
भॼन	ڀجن
भॼनु	ڀڄن
भॼाइणु	ڀڄائڻ
भॼाए	ڀڄائي
भॼी	ڀَڄيِ
भॼी	ڀڄي
भॼंदड़	ڀڄندڙ
भॼंदड़्	ڀڄندڙ
भञ	ڀڄ
भञकड़ी	بڃڪڙي
भञकड़ी	ڀڃڪڙي
भञणु	ڀڃڻ
भञाइणु	ڀڄائڻ
भञु	ڀَڃُ
भञंदड़	ڀڃندڙ
भञ्कड़ी	ڀڃڪڙي
भड़	ڀڙ
भड़क	ڀڙڪ
भड़ाको	ڀڙاڪو
भड़ु	ڀڙ
भड़्कणु	ڀڙڪڻ
भड़्काइणु	ڀڙڪائڻ
भड़्काइणु	ڀڙڪائڻُ
भड़्काईंदड़	ڀڙڪائيندڙ
भड़्काईंदड़्	ڀڙڪائيندڙ
भड़्कीलो	ڀڙڪيلو
भड़्क्यल	ڀڙڪيل
भतो	ڀتو
भतो	ڀَتو
भदो	ڀدو
भपणु	ڀاپڻ
भभ्के	ڀڀڪي
भभ्केदार	ڀڀڪيدار
भभ्केदार्	ڀڀڪيدار
भयानक	ڀيانڪ
भयानकु	ڀيانڪ
भयानक्	ڀيانڪ
भयंकर्	ڀينڪر
भर	ڀَر
भरण	ڀرڻ
भरणु	ڀرڻ
भरमी	ڀرمي
भरमु	ڀرم
भराइणु	ڀرائڻ
भराई	ڀرائي
भराई	ڀَرائي
भराई	هِمٿَ
भरि	ڀر
भरियलु	ڀريل
भरियल्	ڀريل
भरियो	ڀريو
भरी	ڀري
भरींदड़	ڀريندڙ
भरू	ڀرو
भरे	ڀري
भरो	ڀرو
भरोसे	ڀروسي
भर्कम्	ڀرڪم
भर्जणु	ڀرجڻ
भर्जणु	ڀَرجَڻُ
भर्ती	ڀرتي
भर्ती	ڀَرتي
भर्तु	ڀَرتُ
भर्पूर	ڀرپور
भर्पूर्	ڀرپور
भर्पूर्	ڀَرپور
भर्यल	ڀريل
भर्यलु	ڀريل
भर्यल्	ڀريل
भर्यल्	ڀَريل
भर्यो	پريو
भर्यो	ڀريو
भर्यो	ڀَريو
भर्वसे	ڀروسي
भर्वसे	ڀَرِوَسي
भर्वसो	ڀروسو
भर्वसो	ڀَرِوَسو
भर्वारो	ڀروارو
भर्सां	ڀرسان
भलाई	ڀلائي
भलो	ڀلو
भवन	ڀون
भवाइतो	ڀوائتو
भविश्य	ڀوشي
भविश्यवाणी	واڻي
भसम	ڀسم
भाइटी	ڀائٽي
भाइट्यो	ڀائٽيو
भाइपी	ڀائپي
भाइपीअ	ڀائپي
भाई	ڀائي
भाईचारो	ڀائيچارو
भाईवार	ڀائيوار
भाईवारी	پائيواري
भाउ	ڀاءُ
भाउरन	ڀائرن
भाकुर	ڀاڪر
भाकुर	ڀاڪُر
भाॻ	ڀاڳ
भाॻन	ڀاڳن
भाॻु	ڀاڳ
भाङो	ڀاڱو
भाॼी	ڀاڄي
भाड़णु	ڀاڙڻ
भाड़े	ڀاڙي
भाड़ो	ڀاڙو
भाणु	ڀاڻ
भाणेजी	ڀاڻيجي
भाणेजो	ڀاڻيجو
भाती	ڀاتي
भारी	ڀاري
भालो	ڀالو
भाव	ڀاو
भाव	ڀاوَ
भावनाहीन	ڀاوناهين
भावु	ڀاو
भावुक	ڀاوڪ
भावुक्ता	ڀاوڪتا
भाव्ना	ڀاونا
भाव्नात्मक्ता	ڀاوناتمڪتا
भाशण	ڀاشڻ
भाशण्	ڀاشڻ
भाशा	ڀاشا
भास	ڀاس
भांडो	ڀانڊو
भांत	ڀانت
भिक्शक	ڀڪشڪ
भिख्शू	ڀڪشو
भिॼणु	ڀڄڻ
भिॼाइणु	ڀڄائڻ
भिटिकण	ڀٽڪڻ
भिटिकणु	ڀٽڪڻ
भिट्कणु	ڀٽڪڻ
भिति	ڀت
भिति	ڀِتِ
भिरिश्त	ڀرشت
भिरूं	ڀرون
भिरूं	ڀِرُون
भीड़	ڀيڙ
भीड़ु	ڀيڙ
भुञणु	ڀڃڻ
भुॾो	ڀُڏو
भुण	بڻ
भुण्कणु	ڀڻڪڻ
भुण्भुण	ڀڻءڻ
भुरणु	ڀرڻ
भुरंदड़्	ڀُرَندَڙ
भुल	چُڪَ
भुल	ڀل
भुलणु	ڀلڻ
भुलाईंदड़ु	ڀلائيندڙ
भुलियल	ڀليل
भुल्जणु	ڀلجڻ
भूत	ڀوت
भूतु	ڀوت
भूत्	ڀوت
भूमिका	ڀومڪا
भूमी	ڀومي
भूविग्यान्	ڀووگيان
भूविद्या	ڀووديا
भूसो	ڀوسو
भूं	ڀوُن
भूंगी	ڀونگي
भेट	ڀيٽ
भेटा	ڀيٽا
भेण	ڀيڻ
भेद	ڀيد
भेदु	بيد
भेदु	ڀيد
भेनरुन	ڀينرن
भेरा	ڀيرا
भेरो	ڀيرو
भोॻ	ڀوڳ
भोॻणु	ڀوڳڻ
भोजनालय	ڀوجنالي
भोॼन	ڀوڄن
भोॼनु	ڀوڄن
भोड़्	ٻوڙ
भोरिड़ाई	ڀورڙائي
भोरिड़ो	ڀورڙو
भोलो	ڀولو
भौ	ڀوُ
भौतिक	ڀوتڪ
भौतिक	ڀَوتڪ
भौतिक्वाद	ڀَوتڪواد
भौंकण	ڀوُنڪڻ
भंगी	ڀنگي
भंगु	ڀنگ
भंगुर	ڀنگر
भंडारु	ڀنڊار
भंडारो	ڀنڊارو
भंभट	ڀنڀٽ
भंभ्लाइणु	ڀنڀلائڻ
भंवरु	ڀنور
भ्~अर्माईंदड़्	ڀرَمائيِندَڙ
भ्~अर्यो	ڀريو
भ्यानक	ڀيانڪ
भ्यंकर	ڀينڪر
भ्रमु	ڀرم
भ्रश्ट	ڀرشٽ
भ्रश्टाचार	ڀرشٽاچار
भ्रश्ट्	ڀرشٽ
भ्रश्ट्ता	ڀرشٽتا
मकड़्	مڪڙ
मकाई	مَڪائيِ
मकाई	مڪائي
मकान	مڪان
मकानी	مڪاني
मकानु	مڪان
मकान्	مڪان
मकार	مڪار
मकार्	مڪار
मक्ड़ी	مڪڙي
मक्बरो	مقبررو
मक्ब्रो	مقبرو
मक्सद	مقصد
मक्सद्	مقصد
मखणु	مکڻ
मखि	مک
मख़्सूस	مخصوص
मग़ज़ु	مَعَز
मगन	مگن
मग़िर्बी	مغربي
मग़िर्बु	مغرب
मग़्ज़ी	مغزي
मग़्रूर	مغرور
मग़्रूरी	مغروري
मग़्रूर्	مغرور
मङेतो	مڱيتو
मङ्जणु	مَڱِجَڻُ
मङ्णो	منڳڻو
मङ्णो	مَڱڻو
मङ्यल	مَڱيَل
मङ्यल्	مڱيل
मचणु	مچڻ
मचाइणु	مچائڻ
मछरु	مڇر
मछी	مڇي
मछीअ	مڇيءَ
मज़हब	مذهب
मज़हबी	مذهبي
मज़ह्बी	مذهبي
मज़ाक	مذاڪ
मज़ाकी	مَذاقيِ
मज़ाक्	مذاق
मजिलस्	مجلس
मजिलिस्	مجلس
मज़ूर	مزور
मज़ूर	مضور
मज़ूरी	مضوري
मज़ूरु	مزور
मज़ूर्	مزور
मज़े	مزي
मज़ेदार	مازيدار
मज़ेदार	مزيدار
मज़ेदार्	مزيدار
मज़ो	مزو
मज़्बूत	مضبوت
मज़्बूत	مضبوط
मज़्बूत	مظبوت
मज़्बूती	مضبوت
मज़्बूती	مضبوطي
मज़्बूतीअ	مضبوتيءَ
मज्बूर	مجبور
मज़्मून	مَضِموُن
मज़्मूनु	مضمون
मज़्मून्	مَضمُون
मज्लस	مجلس
मज्लस्	مجلس
मज़्हबी	مذهبي
मज़्हबी	مَّذهَبيِ
मॼाणु	مڄاڻ
मञण	مڃڻ
मञणु	مڃڻ
मञाइण	مَڃائِڻَ
मञाइणु	مڃائڻ
मञिता	مَڃِتا
मञींदड़	مڃندڙ
मञींदड़	مڃيندڙ
मञींदड़ु	مَڃيِندَڙ
मञ्णु	مڃڻ
मञ्ता	مڃتا
मटा	مَٽا
मटाइणु	مٽائڻ
मटिजण	مٽجڻ
मटिजणु	مٽجڻ
मटोल	مٽول
मट्जन्दड़्	مٽجندڙ
मट्सट	مٽسٽ
मठ	مٺ
मठ्यों	مٿيون
मठ्वासी	مٺواسي
मड़्दान्गी	مڙدانگي
मड़्हणु	مڙھڻ
मढुर्ता	مڌرتا
मणी	مڻي
मणु	مڻ
मण्को	مڻڪو
मतां	متان
मतु	مت
मतो	مَتو
मत्भेद्	متبيد
मत्भेद्	متڀيد
मत्लब	مطلب
मत्लब	مَطِلَب
मत्लबी	مطلبي
मत्लबु	مطلب
मत्वालाई	متوالي
मथ	مٿ
मथाछिरो	مٿاڇرو
मथाहीं	مٿاهين
मथाहीं	مٿاھين
मथाहूं	مٿاھون
मथां	مٿان
मथीं	مٿين
मथु	مٿ
मथे	مٿي
मथे	مٿَي
मथो	مٿو
मथ्यों	مٿيون
मदद	مدد
मददगार	مددگار
मददी	مددي
मदद्	مدد
मदद्गार	مددگار
मदद्गार्	مددگار
मदार	مدار
मदार्	مدار
मद्होशी	مدهوشي
मद्होशी	مدھوشي
मधुर	مڌر
मधूशाला	مڌوشالا
मन	ڪٿا
मन	من
मनमौजी	منموجي
मनह	منع
मनहूस	منحوس
मना	منع
मनाइतो	مانائِتو
मनी	مني
मनु	من
मनु	مَنُ
मनोरंजन	منورنجن
मनोहर्	منوھر
मन्ज़िल	مَنزِل
मन्ज़िल	منظل
मन्ज़िल्	مَنزِل
मन्ज़ूर	منظور
मन्ज़ूरी	منظور
मन्ज़ूरी	منظوري
मन्शा	منشا
मन्सूख़	منسوخ
मन्सूबो	منصوبو
मन्हूस्	بي
मबादा	مباد
मम्किन्	مَمڪِن
मयादते	ميادتي
मयादु	مياد
मयाद्	مياد
मयारु	معيار
मरण	مارڻ
मरण	مرڻ
मरणु	مرڻ
मरणु	مرڻُ
मरह्बा	مرهبا
मरामत	مرامت
मरी	مري
मरीज़	مريض
मरु	مر
मरोड़	مروڙ
मरोड़णु	مروڙڻ
मरोड़्यलु	مروڙيل
मर्कज़	مرڪز
मर्कज़	مَرڪَز
मर्ज़ी	مرضي
मर्ज़ीअ	مرضيءَ
मर्ज़ु	مرض
मर्तबो	مرتبو
मर्दानो	مردانو
मर्दांगी	مردانگي
मर्दु	مرد
मर्मत	مرمت
मर्यादा	مريادا
मर्हबा	مرحبا
मर्हूम्	مرحوم
मल	ملم
मलणु	ملڻ
मलम	ملم
मलम	مَلَم
मलम्उ	ملم
मलाई	ملائي
मलामत	ملامت
मलाह	ملاح
मलाहु	ملاح
मलाह्	ملاه
मलीका	مليِڪا
मलीका	مَليِڪا
मलूक्	ملوڪ
मलो	ملو
मल्बो	ملبو
मल्मल	ململ
मल्लाहु	ملاح
मल्ह	مله
मल्हाइणु	ملھائڻ
मल्हाइणु	مَلِھائِڻُ
मल्हाइणु	ملهائڻ
मवाद	مواد
मवादी	موادي
मशहूर	مشهور
मशहूर	مشھور
मशहूरी	مشهوري
मशहूरी	مشهوريِ
मशहूर्	مشھور
मशहूर्	مشھوُر
मशीन	مشين
मशीन्	مشين
मश्ग़ूल	مشغول
मश्ग़ूली	مشغولي
मश्ग़ूली	مَشغولي
मश्रक	مشرق
मश्रकी	مَشرَقي
मश्हूर	مشهور
मश्हूरी	مشهوري
मस	مس
मसमस	مسمس
मसाणो	مساڻو
मसालेदार	مصاليدار
मसालो	مسالو
मसालो	مصالو
मसीत	مسيت
मसु	مس
मसूदो	مسودو
मसूर	مسور
मसैलो	مسئلو
मस्ख़री	مسخري
मस्ख़रो	مسخرو
मस्ख़िरो	مسخرو
मस्ख़िरो	مَسِخِرو
मस्ख़्री	مسخري
मस्ख़्रो	مسخرو
मस्जिद	مسجد
मस्तानो	مستانو
मस्ती	مستي
मस्वाड़ी	مسواڙي
महत्व	مھتوَ
महत्वपूर्ण	مهتوپورڻ
महमिल	مهمل
महर्बान	مهربان
महर्बानी	مھرباني
महर्बानी	مهرباني
महर्बाने	مهرباني
महल	محل
महा	مها
महात्मा	مهاتما
महान	مھان
महान	مهان
महानगर	مهانگر
महाराणी	مَھاراڻي
महांगाई	مھانگائي
महांगो	مھانگو
महिटणु	مهٽڻ
महिणेख़ोर	مهڻيخور
महिणो	مهڻو
महिनत	محنت
महिनत्	محنت
महिनाइतो	محنائتو
महिने	مهني
महिनो	مهنو
महिन्ताणो	مهنتاڻو
महिन्ती	محنتي
महिफ़िल्	محفل
महिमा	مهما
महिरूम्	محروم
महिर्बानी	مهرباني
महिर्बान्	مھربان
महिल	مهل
महिलाइतो	مهلائتو
महीनो	مھينو
महुताज्	محتاج
महूरत	مهورت
महंदार्	مھندار
मह्णो	مهڻو
मह्नो	مهنو
मह्फ़िल	مهفل
मह्फ़ूज़	محفوز
मह्फ़ूज़	محفوظ
मह्फ़ूज़्गी	محفوظگي
मह्मा	مھما
मह्मान	مھمان
मह्मान	مهمان
मह्मानु	مهمان
मह्रूम	محروم
मह्रूम	مَحِروُم
मह्रूमी	محرومي
मह्र्बान्	مھربان
मह्लात	محلات
मह्वूज़	محفوظ
मह्सूल	محصول
मह्सूलु	محسول
मह्सूलु	محصول
मह्सूस	محسوس
मह्सूस	مهسوس
माइट	مائٽ
माइटाणो	مائٽاڻو
